DIAGNOSIS CODE,LEN_DX_CODE,FIVE_DX_CODE,LONG_DESCRIPTION,SHORT_DESCRIPTION
82011,5,82011,Open fracture of epiphysis (separation) (upper) of neck of femur,Fx up femur epiphy-open
82010,5,82010,"Open fracture of intracapsular section of neck of femur, unspecified",Fx femur intrcap NOS-opn
82009,5,82009,Other closed transcervical fracture of neck of femur,Fx femur intrcaps NEC-cl
82003,5,82003,Closed fracture of base of neck of femur,Fx base femoral nck-clos
82002,5,82002,Closed fracture of midcervical section of neck of femur,"Fx femur, midcervic-clos"
82001,5,82001,Closed fracture of epiphysis (separation) (upper) of neck of femur,Fx up femur epiphy-clos
82000,5,82000,"Closed fracture of intracapsular section of neck of femur, unspecified",Fx femur intrcaps NOS-cl
81613,5,81613,Open fracture of multiple sites of phalanx or phalanges of hand,"Fx mult phalan, hand-opn"
81612,5,81612,Open fracture of distal phalanx or phalanges of hand,"Fx distal phal, hand-opn"
81611,5,81611,Open fracture of middle or proximal phalanx or phalanges of hand,"Fx mid/prx phal, hand-op"
81610,5,81610,"Open fracture of phalanx or phalanges of hand, unspecified","Fx phalanx, hand NOS-opn"
81603,5,81603,Closed fracture of multiple sites of phalanx or phalanges of hand,"Fx mult phalan, hand-cl"
81602,5,81602,Closed fracture of distal phalanx or phalanges of hand,"Fx dist phalanx, hand-cl"
81601,5,81601,Closed fracture of middle or proximal phalanx or phalanges of hand,"Fx mid/prx phal, hand-cl"
81600,5,81600,"Closed fracture of phalanx or phalanges of hand, unspecified","Fx phalanx, hand NOS-cl"
81519,5,81519,Open fracture of multiple sites of metacarpus,Mult fx metacarpus-open
81514,5,81514,Open fracture of neck of metacarpal bone(s),Fx metacarpal neck-open
81513,5,81513,Open fracture of shaft of metacarpal bone(s),Fx metacarpal shaft-open
81512,5,81512,Open fracture of base of other metacarpal bone(s),Fx metacarp base NEC-opn
81511,5,81511,Open fracture of base of thumb [first] metacarpal,Fx 1st metacarp base-opn
81510,5,81510,"Open fracture of metacarpal bone(s), site unspecified",Fx metacarpal NOS-open
81509,5,81509,Closed fracture of multiple sites of metacarpus,Mult fx metacarpus-close
81504,5,81504,Closed fracture of neck of metacarpal bone(s),Fx metacarpal neck-close
81503,5,81503,Closed fracture of shaft of metacarpal bone(s),Fx metacarpal shaft-clos
81502,5,81502,Closed fracture of base of other metacarpal bone(s),Fx metacarp base NEC-cl
81501,5,81501,Closed fracture of base of thumb [first] metacarpal,Fx 1st metacarp base-cl
81500,5,81500,"Closed fracture of metacarpal bone(s), site unspecified",Fx metacarpal NOS-closed
81419,5,81419,Open fracture of other bone of wrist,Fx carpal bone NEC-open
81418,5,81418,Open fracture of hamate [unciform] bone of wrist,Fx hamate bone-open
81417,5,81417,Open fracture of capitate bone [os magnum] of wrist,Fx capitate bone-open
81416,5,81416,Open fracture of trapezoid bone [smaller multangular] of wrist,Fx trapezoid bone-open
81415,5,81415,Open fracture of trapezium bone [larger multangular] of wrist,Fx trapezium bone-open
81414,5,81414,Open fracture of pisiform bone of wrist,Fx pisiform-open
81413,5,81413,Open fracture of triquetral [cuneiform] bone of wrist,"Fx triquetral, wrist-opn"
81412,5,81412,Open fracture of lunate [semilunar] bone of wrist,"Fx lunate, wrist-open"
81411,5,81411,Open fracture of navicular [scaphoid] bone of wrist,"Fx navicular, wrist-open"
81410,5,81410,"Open fracture of carpal bone, unspecified",Fx carpal bone NOS-open
81409,5,81409,Closed fracture of other bone of wrist,Fx carpal bone NEC-close
81408,5,81408,Closed fracture of hamate [unciform] bone of wrist,Fx hamate bone-closed
81407,5,81407,Closed fracture of capitate bone [os magnum] of wrist,Fx capitate bone-closed
81406,5,81406,Closed fracture of trapezoid bone [smaller multangular] of wrist,Fx trapezoid bone-closed
81405,5,81405,Closed fracture of trapezium bone [larger multangular] of wrist,Fx trapezium bone-closed
81404,5,81404,Closed fracture of pisiform bone of wrist,Fx pisiform-closed
81403,5,81403,Closed fracture of triquetral [cuneiform] bone of wrist,"Fx triquetral, wrist-cl"
81402,5,81402,Closed fracture of lunate [semilunar] bone of wrist,"Fx lunate, wrist-closed"
81401,5,81401,Closed fracture of navicular [scaphoid] bone of wrist,"Fx navicular, wrist-clos"
81400,5,81400,"Closed fracture of carpal bone, unspecified",Fx carpal bone NOS-close
81393,5,81393,Open fracture of unspecified part of radius with ulna,Fx radius w ulna NOS-opn
81392,5,81392,Open fracture of unspecified part of ulna (alone),Fracture ulna NOS-open
81391,5,81391,Open fracture of unspecified part of radius (alone),Fracture radius NOS-open
81390,5,81390,Open fracture of unspecified part of forearm,Fx forearm NOS-open
81383,5,81383,Closed fracture of unspecified part of radius with ulna,Fx radius w ulna NOS-cl
81382,5,81382,Closed fracture of unspecified part of ulna (alone),Fracture ulna NOS-closed
81381,5,81381,Closed fracture of unspecified part of radius (alone),Fx radius NOS-closed
81380,5,81380,Closed fracture of unspecified part of forearm,Fx forearm NOS-closed
81354,5,81354,Open fracture of lower end of radius with ulna,Fx low radius w ulna-opn
81353,5,81353,Open fracture of distal end of ulna (alone),Fx distal ulna-open
81352,5,81352,Other open fractures of distal end of radius (alone),Fx distal radius NEC-opn
81351,5,81351,Open Colles' fracture,Colles' fracture-open
81350,5,81350,"Open fracture of lower end of forearm, unspecified",Fx lower forearm NOS-opn
81347,5,81347,Torus fracture of radius and ulna,Torus fx radius/ulna-clo
81346,5,81346,Torus fracture of ulna (alone),Torus fx ulna-closed
81345,5,81345,Torus fracture of radius (alone),Torus fx radius-cl/alone
81344,5,81344,Closed fracture of lower end of radius with ulna,Fx low radius w ulna-cl
81343,5,81343,Closed fracture of distal end of ulna (alone),Fx distal ulna-closed
81342,5,81342,Other closed fractures of distal end of radius (alone),Fx distal radius NEC-cl
81341,5,81341,Closed Colles' fracture,Colles' fracture-closed
81340,5,81340,"Closed fracture of lower end of forearm, unspecified",Fx lower forearm NOS-cl
81333,5,81333,Open fracture of shaft of radius with ulna,Fx shaft rad w ulna-open
81332,5,81332,Open fracture of shaft of ulna (alone),Fx ulna shaft-open
81331,5,81331,Open fracture of shaft of radius (alone),Fx radius shaft-open
81330,5,81330,"Open fracture of shaft of radius or ulna, unspecified",Fx shaft forearm NOS-opn
81323,5,81323,Closed fracture of shaft of radius with ulna,Fx shaft rad w ulna-clos
81322,5,81322,Closed fracture of shaft of ulna (alone),Fx ulna shaft-closed
81321,5,81321,Closed fracture of shaft of radius (alone),Fx radius shaft-closed
81320,5,81320,"Closed fracture of shaft of radius or ulna, unspecified",Fx shaft forearm NOS-cl
81318,5,81318,"Open fracture of radius with ulna, upper end (any part)",Fx up radius w ulna-open
81317,5,81317,Other and unspecified open fractures of proximal end of radius (alone),Fx up radius NEC/NOS-opn
81316,5,81316,Open fracture of neck of radius,Fx radius neck-open
81315,5,81315,Open fracture of head of radius,Fx radius head-open
81314,5,81314,Other and unspecified open fractures of proximal end of ulna (alone),Fx up ulna NEC/NOS-open
81313,5,81313,Open Monteggia's fracture,Monteggia's fx-open
81312,5,81312,Open fracture of coronoid process of ulna,Fx coronoid pro ulna-opn
81311,5,81311,Open fracture of olecranon process of ulna,Fx olecran proc ulna-opn
81310,5,81310,"Open fracture of upper end of forearm, unspecified",Fx upper forearm NOS-opn
81308,5,81308,"Closed fracture of radius with ulna, upper end [any part]",Fx up radius w ulna-clos
81307,5,81307,Other and unspecified closed fractures of proximal end of radius (alone),Fx up radius NEC/NOS-cl
81306,5,81306,Closed fracture of neck of radius,Fx radius neck-closed
81305,5,81305,Closed fracture of head of radius,Fx radius head-closed
81304,5,81304,Other and unspecified closed fractures of proximal end of ulna (alone),Fx upper ulna NEC/NOS-cl
81303,5,81303,Closed Monteggia's fracture,Monteggia's fx-closed
81302,5,81302,Closed fracture of coronoid process of ulna,Fx coronoid proc ulna-cl
81301,5,81301,Closed fracture of olecranon process of ulna,Fx olecran proc ulna-cl
81300,5,81300,"Closed fracture of upper end of forearm, unspecified",Fx upper forearm NOS-cl
81259,5,81259,Other open fracture of lower end of humerus,Fx lower humer NEC-open
81254,5,81254,Open fracture of unspecified condyle(s) of humerus,"Fx humer, condyl NOS-opn"
81253,5,81253,Open fracture of medial condyle of humerus,"Fx humer, med condyl-opn"
81252,5,81252,Open fracture of lateral condyle of humerus,"Fx humer, lat condyl-opn"
81251,5,81251,Open supracondylar fracture of humerus,Supracondyl fx humer-opn
81250,5,81250,Open fracture of unspecified part of lower end of humerus,Fx lower humer NOS-open
81249,5,81249,Other closed fracture of lower end of humerus,Fx lower humerus NEC-cl
81244,5,81244,Closed fracture of unspecified condyle(s) of humerus,"Fx humer, condyl NOS-cl"
81243,5,81243,Closed fracture of medial condyle of humerus,"Fx humer, med condyl-cl"
81242,5,81242,Closed fracture of lateral condyle of humerus,"Fx humer, lat condyl-cl"
81241,5,81241,Closed supracondylar fracture of humerus,Suprcondyl fx humerus-cl
81240,5,81240,Closed fracture of unspecified part of lower end of humerus,Fx lower humerus NOS-cl
81231,5,81231,Open fracture of shaft of humerus,Fx humerus shaft-open
81230,5,81230,Open fracture of unspecified part of humerus,Fx humerus NOS-open
81221,5,81221,Closed fracture of shaft of humerus,Fx humerus shaft-closed
81220,5,81220,Closed fracture of unspecified part of humerus,Fx humerus NOS-closed
81219,5,81219,Other open fracture of upper end of humerus,Fx upper humerus NEC-opn
81213,5,81213,Open fracture of greater tuberosity of humerus,Fx gr tuberos humer-open
81212,5,81212,Open fracture of anatomical neck of humerus,Fx anat neck humerus-opn
81211,5,81211,Open fracture of surgical neck of humerus,Fx surg neck humerus-opn
81210,5,81210,Open fracture of unspecified part of upper end of humerus,Fx upper humerus NOS-opn
81209,5,81209,Other closed fracture of upper end of humerus,Fx upper humerus NEC-cl
81203,5,81203,Closed fracture of greater tuberosity of humerus,Fx gr tuberos humerus-cl
81202,5,81202,Closed fracture of anatomical neck of humerus,Fx anatom nck humerus-cl
81201,5,81201,Closed fracture of surgical neck of humerus,Fx surg nck humerus-clos
81200,5,81200,Closed fracture of unspecified part of upper end of humerus,Fx up end humerus NOS-cl
81119,5,81119,"Open fracture of scapula, other",Fx scapula NEC-open
81113,5,81113,Open fracture of glenoid cavity and neck of scapula,"Fx scap, glen cav/nck-op"
81112,5,81112,Open fracture of coracoid process,"Fx scapul, corac proc-op"
81111,5,81111,Open fracture of acromial process of scapula,"Fx scapul, acrom proc-op"
81110,5,81110,"Open fracture of scapula, unspecified part",Fx scapula NOS-open
81109,5,81109,"Closed fracture of scapula, other",Fx scapula NEC-closed
81103,5,81103,Closed fracture of glenoid cavity and neck of scapula,"Fx scap, glen cav/nck-cl"
81102,5,81102,Closed fracture of coracoid process of scapula,"Fx scapul, corac proc-cl"
81101,5,81101,Closed fracture of acromial process of scapula,"Fx scapul, acrom proc-cl"
81100,5,81100,"Closed fracture of scapula, unspecified part",Fx scapula NOS-closed
81013,5,81013,Open fracture of acromial end of clavicle,"Fx clavic, acrom end-opn"
81012,5,81012,Open fracture of shaft of clavicle,Fx clavicle shaft-open
81011,5,81011,Open fracture of sternal end of clavicle,"Fx clavic, stern end-opn"
81010,5,81010,"Open fracture of clavicle, unspecified part",Fx clavicle NOS-open
81003,5,81003,Closed fracture of acromial end of clavicle,"Fx clavicl, acrom end-cl"
81002,5,81002,Closed fracture of shaft of clavicle,Fx clavicle shaft-closed
81001,5,81001,Closed fracture of sternal end of clavicle,"Fx clavicl, stern end-cl"
81000,5,81000,"Closed fracture of clavicle, unspecified part",Fx clavicle NOS-closed
80859,5,80859,Open fracture of other specified part of pelvis,Pelvic fracture NEC-open
80854,5,80854,Multiple open pelvic fractures without disruption of pelvic circle,Pelv fx-opn w/o pelv dis
80853,5,80853,Multiple open pelvic fractures with disruption of pelvic circle,Pelv fx-open/pelv disrup
80852,5,80852,Open fracture of ischium,Fracture of ischium-open
80851,5,80851,Open fracture of ilium,Fracture of ilium-open
80849,5,80849,Closed fracture of other specified part of pelvis,Pelvic fracture NEC-clos
80844,5,80844,Multiple closed pelvic fractures without disruption of pelvic circle,Pelv fx-cl w/o plv disrp
80843,5,80843,Multiple closed pelvic fractures with disruption of pelvic circle,Pelv fx-clos/pelv disrup
80842,5,80842,Closed fracture of ischium,Fracture ischium-closed
80841,5,80841,Closed fracture of ilium,Fracture of ilium-closed
80719,5,80719,"Open fracture of multiple ribs, unspecified",Fx mult ribs NOS-open
80718,5,80718,Open fracture of eight or more ribs,Fx eight/more ribs-open
80717,5,80717,Open fracture of seven ribs,Fracture seven ribs-open
