DIAGNOSIS CODE,LEN_DX_CODE,SEVEN_DX_CODE,LONG_DESCRIPTION,SHORT_DESCRIPTION
85416,5,0085416,"Intracranial injury of other and unspecified nature with open intracranial wound, with loss of consciousness of unspecified duration",Open brain inj-coma NOS
85415,5,0085415,"Intracranial injury of other and unspecified nature with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",Opn brain inj-deep coma
85414,5,0085414,"Intracranial injury of other and unspecified nature with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",Opn brain inj-proln coma
85413,5,0085413,"Intracranial injury of other and unspecified nature with open intracranial wound, with moderate [1-24 hours] loss of consciousness",Opn brain inj-mod coma
85412,5,0085412,"Intracranial injury of other and unspecified nature with open intracranial wound, with brief [less than one hour] loss of consciousness",Opn brain inj-brief coma
85411,5,0085411,"Intracranial injury of other and unspecified nature with open intracranial wound, with no loss of consciousness",Opn brain inj w/o coma
85410,5,0085410,"Intracranial injury of other and unspecified nature with open intracranial wound, unspecified state of consciousness",Brain injury w opn wnd
85409,5,0085409,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with concussion, unspecified",Brain inj NEC-concussion
85406,5,0085406,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with loss of consciousness of unspecified duration",Brain inj NEC-coma NOS
85405,5,0085405,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",Brain inj NEC-deep coma
85404,5,0085404,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",Brain inj NEC-proln coma
85403,5,0085403,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",Brain inj NEC-mod coma
85402,5,0085402,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",Brain inj NEC-brief coma
85401,5,0085401,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with no loss of consciousness",Brain injury NEC-no coma
85400,5,0085400,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, unspecified state of consciousness",Brain injury NEC
85319,5,0085319,"Other and unspecified intracranial hemorrhage following injury with open intracranial wound, with concussion, unspecified",Brain hem opn-concussion
85316,5,0085316,"Other and unspecified intracranial hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration",Brain hem open-coma NOS
85315,5,0085315,"Other and unspecified intracranial hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",Brain hem open-deep coma
85314,5,0085314,"Other and unspecified intracranial hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",Brain hem opn-proln coma
85313,5,0085313,"Other and unspecified intracranial hemorrhage following injury with open intracranial wound, with moderate [1-24 hours] loss of consciousness",Brain hem open-mod coma
85312,5,0085312,"Other and unspecified intracranial hemorrhage following injury with open intracranial wound, with brief [less than one hour] loss of consciousness",Brain hem opn-brf coma
85311,5,0085311,"Other and unspecified intracranial hemorrhage following injury with open intracranial wound, with no loss of consciousness",Brain hem opn w/o coma
85310,5,0085310,"Other and unspecified intracranial hemorrhage following injury with open intracranial wound, unspecified state of consciousness",Brain hem NEC w opn wnd
85309,5,0085309,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified",Brain hem NEC-concussion
85306,5,0085306,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration",Brain hem NEC-coma NOS
85305,5,0085305,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",Brain hem NEC-deep coma
85304,5,0085304,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre- existing conscious level",Brain hem NEC-proln coma
85303,5,0085303,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",Brain hem NEC-mod coma
85302,5,0085302,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",Brain hem NEC-brief coma
85301,5,0085301,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness",Brain hem NEC w/o coma
85300,5,0085300,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness",Traumatic brain hem NEC
85259,5,0085259,"Extradural hemorrhage following injury with open intracranial wound, with concussion, unspecified",Extradural hem-concuss
85256,5,0085256,"Extradural hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration",Extradural hem-coma NOS
85255,5,0085255,"Extradural hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",Extradur hem-deep coma
85254,5,0085254,"Extradural hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",Extradur hem-proln coma
85253,5,0085253,"Extradural hemorrhage following injury with open intracranial wound, with moderate [1-24 hours] loss of consciousness",Extradural hem-mod coma
85252,5,0085252,"Extradural hemorrhage following injury with open intracranial wound, with brief [less than one hour] loss of consciousness",Extradur hem-brief coma
85251,5,0085251,"Extradural hemorrhage following injury with open intracranial wound, with no loss of consciousness",Extradural hemor-no coma
85250,5,0085250,"Extradural hemorrhage following injury with open intracranial wound, unspecified state of consciousness",Extradural hem w opn wnd
85249,5,0085249,"Extradural hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified",Extadural hem-concuss
85246,5,0085246,"Extradural hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration",Extradural hem-coma NOS
85245,5,0085245,"Extradural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",Extradural hem-deep coma
85244,5,0085244,"Extradural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",Extradur hem-proln coma
85243,5,0085243,"Extradural hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",Extradural hem-mod coma
85242,5,0085242,"Extradural hemorrhage following injury without mention of open intracranial wound, with brief [less than 1 hour] loss of consciousness",Extradur hem-brief coma
85241,5,0085241,"Extradural hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness",Extradural hem w/o coma
85240,5,0085240,"Extradural hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness",Traumatic extradural hem
85239,5,0085239,"Subdural hemorrhage following injury with open intracranial wound, with concussion, unspecified",Opn subdur hem-concuss
85236,5,0085236,"Subdural hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration",Opn subdur hem-coma NOS
85235,5,0085235,"Subdural hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",Opn subdur hem-deep coma
85234,5,0085234,"Subdural hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",Opn subdur hem-prol coma
85233,5,0085233,"Subdural hemorrhage following injury with open intracranial wound, with moderate [1-24 hours] loss of consciousness",Opn subdur hem-mod coma
85232,5,0085232,"Subdural hemorrhage following injury with open intracranial wound, with brief [less than one hour] loss of consciousness",Opn subdur hem-brf coma
85231,5,0085231,"Subdural hemorrhage following injury with open intracranial wound, with no loss of consciousness",Open subdur hem w/o coma
85230,5,0085230,"Subdural hemorrhage following injury with open intracranial wound, unspecified state of consciousness",Subdural hem w opn wound
85229,5,0085229,"Subdural hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified",Subdural hem-concussion
85226,5,0085226,"Subdural hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration",Subdural hemorr-coma NOS
85225,5,0085225,"Subdural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",Subdural hem-deep coma
85224,5,0085224,"Subdural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",Subdural hem-prolng coma
85223,5,0085223,"Subdural hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",Subdural hemorr-mod coma
85222,5,0085222,"Subdural hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",Subdural hem-brief coma
85221,5,0085221,"Subdural hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness",Subdural hem w/o coma
85220,5,0085220,"Subdural hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness",Traumatic subdural hem
85219,5,0085219,"Subarachnoid hemorrhage following injury with open intracranial wound, with concussion, unspecified",Opn subarach hem-concuss
85216,5,0085216,"Subarachnoid hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration",Op subarach hem-coma NOS
85215,5,0085215,"Subarachnoid hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",Op subarach hem-deep com
85214,5,0085214,"Subarachnoid hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours) loss of consciousness and return to pre-existing conscious level",Op subarach hem-prol com
